项目名称,负责人,依托单位,成果标题,成果类型,成果作者
新型免疫刺激剂的设计、合成及免疫评价,李艳梅,清华大学,10.新型冠状病毒疫苗设计原理与研究进展,类型：期刊论文,作者：李文浩;李艳梅
新型免疫刺激剂的设计、合成及免疫评价,李艳梅,清华大学,11.Regulation of Immune Activation by Optical Control of TLR1/2 Heterodimerization,类型：期刊论文,作者：Hong‐Guo Hu;Pu‐Guang Chen;Guanyu Wang;Jun‐Jun Wu;Bo‐Dou Zhang;Wen‐Hao Li;Rebecca L. Davis;Yan‐Mei Li
新型免疫刺激剂的设计、合成及免疫评价,李艳梅,清华大学,12.Designable Immune Therapeutical Vaccine System Based on DNA Supramolecular Hydrogels,类型：期刊论文,作者：Shao Yu;Sun Zhan Yi;Wang Yijie;Zhang Bo Dou;Liu Dongsheng;Li Yan Mei
新型免疫刺激剂的设计、合成及免疫评价,李艳梅,清华大学,13.Self-Assembled Nano-Immunostimulant for Synergistic Immune Activation,类型：期刊论文,作者：Sun Zhan Yi;Chen Pu Guang;Liu Yan Fang;Shi Lei;Zhang Bo Dou;Wu Jun Jun;Zhao Yu Fen;Chen Yong Xiang;Li Yan Mei
新型免疫刺激剂的设计、合成及免疫评价,李艳梅,清华大学,14.De Novo Design To Synthesize Lanthipeptides Involving Cascade Cysteine Reactions: SapB Synthesis as an Example,类型：期刊论文,作者：Chen Huai;Zhang Yuan;Li Qian Qian;Zhao Yu Fen;Chen Yong Xiang;Li Yan Mei
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,1.Decision Support System Based on Queuing Theory to Optimize Canal Management,类型：期刊论文,作者：Yang Gaiqiang;Li Mo;Huo Lijuan
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,2.一种用于集体宿舍的污水分类过滤再利用装置,类型：专利,作者：杜雅楠;杨改强;罗煜清;靳浩堂
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,3.Coordinated Development of Agricultural Water Resources and the Socio-Economy in Shanxi Province Considering Uncertainty,类型：期刊论文,作者：Yang Gaiqiang;Ding Lirui;Huo Lijuan;Hu Yuxian
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,4.Efficient allocation of agricultural land and water resources for soil environment protection using a mixed optimization-simulation approach under uncertainty,类型：期刊论文,作者：Li Mo;Li Jiang;Sing Vijay P;Fu Qiang;Li Dong;Yang Gaiqiang
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,5.2-线和6-线水铁矿对水中砷的吸附解吸行为研究,类型：期刊论文,作者：霍丽娟;赵慧超;王美玲;杨改强;刘宏芳
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,6.土壤饱和导水率测定装置,类型：专利,作者：霍丽娟;杨改强;王婷;李一菲
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,"7.Monte Carlo-Based Agricultural Water Management under Uncertainty: A Case Study of Shijin Irrigation District, China",类型：期刊论文,作者：Yang Gaiqiang;Li Mo;Guo Ping
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,8.基于用水满意度的水资源优化配置模型研究,类型：期刊论文,作者：杨改强;刘可欣;刘琪;陕红
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,9.Stochastic multi-objective decision making for sustainable irrigation in a changing environment,类型：期刊论文,作者：Li Mo;Fu Qiang;Guo Ping;Singh Vijay P;Zhang Chenglong;Yang Gaiqiang
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,10.A solving approach for fuzzy multi-objective linear fractional programming and application to an agricultural planting structure optimization problem,类型：期刊论文,作者：Yang Gaiqiang;Li Xia;Huo Lijuan;Liu Qi
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,11.山西省农业水资源与经济发展响应关系评价,类型：期刊论文,作者：霍丽娟;丁丽瑞;胡健;杨改强
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,12.试管清洗装置,类型：专利,作者：刘晓娜;杨改强;霍丽娟;王婷
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,13.基于CiteSpace的农业WEF纽带研究进展,类型：期刊论文,作者：杨改强;夏爽;霍丽娟;张冬香;丁丽瑞;赵俊楠
不确定条件下半湿润偏旱灌区多目标水资源优化配置模型和应用研究,杨改强,太原科技大学,14.一种新型暗盒修复支架,类型：专利,作者：杨改强;霍丽娟;王婷;刘晓娜
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,1.不同侧压力系数下裂隙网络岩体非线性渗流特性,类型：期刊论文,作者：尹乾;靖洪文;刘日成;苏海健;蔚立元;王迎超
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,2.岩体裂隙网络渗透系数方向性测试及可视化系统,类型：专利,作者：刘日成;蔚立元;靖洪文;李光雷;谢凯
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,3.Effect of shear direction change on shear-flow-transport processes in single rough-walled rock fractures,类型：期刊论文,作者：Richeng Liu;Na Huang;Yujing Jiang;Guansheng Han;Hongwen Jing
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,4.Analytical solutions for water-gas flow through 3D rock fracture networks subjected to triaxial stresses,类型：期刊论文,作者：Richeng Liu;Bo Li;Hongwen Jing;Wei Wei
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,5.一种用于三维裂隙岩样的水-力耦合加载装置及加载方法,类型：专利,作者：刘日成;蔚立元;张晶;张站群
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,6.Experimental and numerical studies of the hydraulic properties of three-dimensional fracture networks with spatially distributed apertures,类型：期刊论文,作者：Na Huang;Yujing Jiang;Richeng Liu;Bo Li
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,7.The effect of joint dip angle on the mechanical behavior of infilled jointed rock masses under uniaxial and biaxial compressions,类型：期刊论文,作者：Guansheng Han;Hongwen Jing;Yujing Jiang;Richeng Liu;Haijian Su;Jiangyu Wu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,8.Size effect on the permeability and shear induced flow anisotropy of fractal rock fractures,类型：期刊论文,作者：Na Huang;Yujing Jiang;Richeng Liu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,9.A numerical study of shear-induced evolutions of geometric and hydraulic properties of self-affine rough-walled rock fractures,类型：期刊论文,作者：Richeng Liu;Na Huang;Yujing Jiang;Hongwen Jing;Liyuan Yu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,10.Investigating the roles of included angle and loading condition on the critical hydraulic gradient of real rock fracture networks,类型：期刊论文,作者：Qian Yin;Hongwen Jing;Guowei Ma;Haijian Su;Richeng Liu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,11.Three-dimensional double-rough-walled modeling of fluid flow through self-affine shear fractures,类型：期刊论文,作者：Richeng Liu;Ming He;Na Huang;Yujing Jiang;Liyuan Yu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,12.Anisotropic surface roughness and shear behavior of rough-walled plaster joints under constant normal load and constant normal stiffness conditions,类型：期刊论文,作者：Richeng Liu;Sha Lou;Xiaojing Li;Guansheng Han;Yujing Jiang
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,"13.复杂裂隙岩体线性及非线性渗流行为的试验和数值模拟研究,青年人才托举工程",类型：奖励,作者：刘日成
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,14.一种裂隙网络剪切-两相流试验装置及试验方法,类型：专利,作者：刘日成;蔚立元;靖洪文;尹乾;韩观胜;李博
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,15.Relationship between equivalent permeability and fractal dimension of dual-porosity media subjected to fluid-rock reaction under triaxial stresses,类型：期刊论文,作者：Richeng Liu;Bo Li;Yujing Jiang;Hongwen Jing;Liyuan Yu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,16.A numerical approach for assessing effects of shear on equivalent permeability and nonlinear flow characteristics of 2-D fracture networks,类型：期刊论文,作者：Richeng Liu;Bo Li;Yujing Jiang;Liyuan Yu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,17.Shear-flow coupling characteristics of a three-dimensional discrete fracture network-fault model considering stress-induced aperture variations,类型：期刊论文,作者：Na Huang;Richeng Liu;Yujing Jiang;Yuanfang Cheng;Bo Li
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,18.Effects of fracture surface roughness and shear displacement on geometrical and hydraulic properties of three-dimensional crossed rock fracture models,类型：期刊论文,作者：Na Huang;Richeng Liu;Yujing Jiang;Bo Li;Liyuan Yu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,19.Permeability evolution of two-dimensional fracture networks during shear under constant normal stiffness boundary conditions,类型：期刊论文,作者：Bo Li;Ruyi Bao;Ye Wang;Richeng Liu;Cheng Zhao
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,20.Visualized experimental investigation on the gas-water distribution characteristics in intersecting fractures,类型：期刊论文,作者：Chen Wang;Yujing Jiang;Richeng Liu;Changsheng Wang
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,21.Recent advances in fluid flow in fractured porous media,类型：期刊论文,作者：Richeng Liu;Sha Lou;Yujing Jiang
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,22.岩体裂隙网络渗流各向异性测试及可视化系统,类型：专利,作者：刘日成;靖洪文;张晶;蔚立元;苏海健
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,23.Analytical solutions for permeability of a three-dimensional fractal-like tree network model with fractures having variable widths,类型：期刊论文,作者：Richeng Liu;Liyuan Yu;Yang Gao;Ming He;Yujing Jiang
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,24.Special Issue: Fluid Flow in Fractured Porous Media,类型：期刊论文,作者：Richeng Liu;Yujing Jiang
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,"25.裂隙岩体剪切渗流特性研究,青年科技奖(金奖)",类型：奖励,作者：刘日成
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,26.Effects of thermal shock due to rapid cooling on the mechanical properties of sandstone,类型：期刊论文,作者：Guansheng Han;Hongwen Jing;Haijian Su;Richeng Liu;Qian Yin;Jiangyu Wu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,27.A predictive model correlating permeability to two-dimensional fracture network parameters,类型：期刊论文,作者：Richeng Liu;Tantan Zhu;Yujing Jiang;Bo Li;Liyuan Yu;Yan Du;Yingchao Wang
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,28.A discrete-fracture-network fault model revealing permeability and aperture evolutions of a fault after earthquakes,类型：期刊论文,作者：Richeng Liu;Bo Li;Liyuan Yu;Yujing Jiang;Hongwen Jing
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,29.Evolution of the permeability and pore structure of transversely isotropic calcareous sediments subjected to triaxial pressure and high temperature,类型：期刊论文,作者：Tao Meng;Richeng Liu;Xiangxi Meng;Donghua Zhang;Yaoqing Hu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,30.Nonlinear flow characteristics of a system of two intersecting fractures with different apertures,类型：期刊论文,作者：Richeng Liu;Yujing Jiang;Hongwen Jing;Liyuan Yu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,31.Effect of shear displacement on the directivity of permeability in 3D self-affine fractal fractures,类型：期刊论文,作者：Richeng Liu;Na Huang;Yujing Jiang;Hongwen Jing;Bo Li;Yuxuan Xia
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,32.Effect of cyclic loading on the shear behaviours of both unfilled and infilled rough rock joints under constant stiffness conditions,类型：期刊论文,作者：Guansheng Han;Hongwen Jing;Yujing Jiang;Richeng Liu;Jiangyu Wu
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,33.一种用于裂隙网络剪切渗流试验装置及其试验方法,类型：专利,作者：刘日成;尹乾;靖洪文;蔚立元;韩观胜;蒋宇静
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,34.A novel three-dimensional discrete fracture network model for investigating the role of aperture heterogeneity on fluid flow through fractured rock masses,类型：期刊论文,作者：Na Huang;Yujing Jiang;Richeng Liu;Bo Li;Satoshi Sugimoto
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,35.An experimental method to visualize shear-induced channelization of fluid flow in a rough-walled fracture,类型：期刊论文,作者：Bo Li;Richeng Liu;Yujing Jiang
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,36.一种含天然三维裂隙类岩石试样的制作方法,类型：专利,作者：刘日成;靖洪文;蔚立元;何明
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,37.一种用于冲击试验的实时化学腐蚀装置及方法,类型：专利,作者：蔚立元;张涛;孟庆彬;刘日成;苏海健;尹乾;吴疆宇
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,38.Experimental study of the nonlinear flow characteristics of fluid in 3D rough-walled fractures during shear process,类型：期刊论文,作者：Changsheng Wang;Yujing Jiang;Richeng Liu;Chen Wang;Zhenyu Zhang;Satoshi Sugimoto
基于分形理论的三维岩体裂隙网络非线性渗流机理研究,刘日成,中国矿业大学,39.A mechanical-hydraulic-solute transport model for rough-walled rock fractures subjected to shear under constant normal stiffness conditions,类型：期刊论文,作者：Bo Li;Yingchun Li;Zhihong Zhao;Richeng Liu
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,1.沉积物重金属的随机生态风险评价模型,类型：期刊论文,作者：闫峰;王雨潇;袁志颖;李世曙;康青;朱语欣
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,2.Stochastic potential ecological risk model for heavy metal contamination in sediment,类型：期刊论文,作者：Yan Feng;Qian Bao;Chen Yunpeng;Zhao Lizi;Xiao Xiao
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,3.Effectiveness of Entropy Weight Method in Decision-Making,类型：期刊论文,作者：Zhu Yuxin;Tian Dazuo;Yan Feng
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,4.基于健康风险的致癌重金属灰水足迹研究,类型：期刊论文,作者：陈云鹏;赵丽子;闫峰
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,5.Introducing Biological Indicators into CCME WQI Using Variable Fuzzy Set Method,类型：期刊论文,作者：Feng Yan;Bao Qian;Chenglin Liu;Bowen Wei;Mang You
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,6.Improvement on Entropy Weighting Model in Groundwater Quality Evaluation,类型：会议论文,作者：Feng Yan;Xinglei Zhang;Chengzhi Xiao;Bei Tang;Chenglin Liu
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,7.基于健康风险的改进CCME WQI模型及其应用,类型：期刊论文,作者：闫峰;康青;王雨潇;朱语欣;李世曙
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,8.New assessment indicator of habitat suitability for migratory bird in wetland based on hydrodynamic model and vegetation growth threshold,类型：期刊论文,作者：Yao Siyang;Li Xinyu;Liu Chenglin;Zhang Jing;Li Yuekang;Gan TingT;Liu Bo;Kuang Weiming
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,9.一种声波地下管道探测装置,类型：专利,作者：闫峰;宋凡超;杨振;李佳豪;任大睿
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,10.基于地累积向量模型的湖泊沉积物重金属污染评价,类型：期刊论文,作者：闫峰;张兴磊;唐贝;林长清
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,11.Quantitative Assessment of Impact of the Proposed Poyang Lake Hydraulic Project (China) on the Habitat Suitability of Migratory Birds,类型：期刊论文,作者：Yao Siyang;Li Xinyu;Liu Chenglin;Yuan Dongyang;Zhu Longhui;Ma Xiangyu;Yu Jie;Wang Gang;Kuang Weiming
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,12.基于理化-生物指标与CCMEWQI模型的水质综合评价,类型：期刊论文,作者：闫峰;唐贝;丁利;盛财九;肖程之;张兴磊
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,13.基于健康风险的改进内梅罗指数模型,类型：期刊论文,作者：汪继力;李昕禹;闫峰
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,14.Geo-accumulation vector model for evaluating the heavy metal pollution in the sediments of Western Dongting Lake,类型：期刊论文,作者：Feng Yan;Bao Qian;Xiao Xiao;Lin Ma
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,15.基于灰关联分析的改进地累积指数模型,类型：期刊论文,作者：冯辉;汪继力;李世曙;闫峰
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,16.熵权法在地下水环境质量评价中的局限性,类型：期刊论文,作者：闫峰;张兴磊;唐贝;肖程之
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,17.基于模糊可变集合理论的改进型加拿大水质指数评价方法及应用,类型：期刊论文,作者：马惠群;肖燕;闫峰
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,18.Improved Entropy Weighting Model in Water Quality Evaluation,类型：期刊论文,作者：Yan Feng;Yi Fanghui;Chen Li
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,19.Evaluation of heavy metal pollution in the sediment of Poyang Lake based on stochastic geo-accumulation model (SGM),类型：期刊论文,作者：Yan Feng;Liu Chenglin;Wei Bowen
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,20.基于不确定分析的改进灰水足迹模型及应用,类型：期刊论文,作者：闫峰;朱语欣;李世曙;康青;王雨潇
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,21.Can Entropy Weight Method Correctly Reflect the Distinction of Water Quality Indices?,类型：期刊论文,作者：Qian Bao;Zhu Yuxin;Wang Yuxiao;Yan Feng
基于函数型数据分析的鄱阳湖水资源短缺动态综合评价模型研究,闫峰,南昌大学,22.一种小便池新型节水装置,类型：专利,作者：闫峰;宋凡超;吴诗琪;杨雨欣;王昕;周修龙
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,1.一种基于四阶矩估计的工业机器人可靠性计算方法,类型：专利,作者：王进;王伟;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,2.Neural network-based position synchronised internal force control scheme for cooperative manipulator system,类型：期刊论文,作者：Wang Jin;Xu Fan;Lu GuoDong
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,3.A moment-matching based method for the analysis of manipulators repeatability of positioning with arbitrarily distributed joint clearances,类型：期刊论文,作者：Wang Wei;Wang Jin;Fu Jian-hui;Lu Guo-dong
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,4.基于双机械臂协作打磨系统的动力学模型设计方法,类型：专利,作者：翟安邦;王进;陆国栋;戚仁杰;张海运;杨鹏程
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,5.Adaptive robust neural control of a two-manipulator system holding a rigid object with inaccurate base frame parameters,类型：期刊论文,作者：Xu Fan;Wang Jin;Lu Guo-dong
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,6.Dual feedforward neural networks based synchronized sliding mode controller for cooperative manipulator system under variable load and uncertainties,类型：期刊论文,作者：Wang Jin;Zhai Anbang;Xu Fan;Zhang Haiyun;Lu Guodong
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,7.Synchronisation of uncertain chaotic systems via fuzzy-regulated adaptive optimal control approach,类型：期刊论文,作者：Zhang Haiyun;Meng Deyuan;Wang Jin;Lu Guodong
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,8.一种液体晃动模型参考自适应抑制运动控制方法,类型：专利,作者：王进;杨鹏程;张海运;翟安邦;戚仁杰;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,9.一种基于速度重配的协调机械臂多约束加工优化方法,类型：专利,作者：王进;翟安邦;张海运;陆国栋;杨鹏程;戚仁杰
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,10.一种基于神经网络的6轴机器人动力学参数辨识方法,类型：专利,作者：泮求亮;林旭军;王进;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,11.基于四阶矩估计的机器人运动可靠性分析,类型：期刊论文,作者：王伟;王进;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,12.一种角度可调的多自由度抛光机打磨头机构,类型：专利,作者：王进;翟安邦;李昊天;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,13.不确定混沌系统间接自适应模糊最优同步控制器设计方法,类型：专利,作者：张海运;王进;孟德远;翟安邦;杨鹏程;戚仁杰;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,14.一种基于关节能耗评估的机器人工作单元布局优化方法,类型：专利,作者：方健;王进;泮求亮;扶建辉;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,15.一种岛中含湖型截面的环切刀轨连接方法,类型：专利,作者：何雪军;王进;陆国栋;陈立;金晶
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,16.A Plane Projection Based Method for Base Frame Calibration of Cooperative Manipulators,类型：期刊论文,作者：Wang Jin;Wang Wei;Wu Chao-Hua;Chen Si-Lu;Fu Jian-Hui;Lu Guo-Dong
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,17.一种协调机械臂自适应神经网络同步鲁棒控制器设计方法,类型：专利,作者：王进;翟安邦;徐凡;张海运;扶建辉;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,18.A model weighted adaptive neural backstepping sliding-mode controller for cooperative manipulator system,类型：期刊论文,作者：Wang Jin;Xu Fan;Lu GuoDong
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,19.Indirect adaptive fuzzy-regulated optimal control for unknown continuous-time nonlinear systems,类型：期刊论文,作者：Haiyun ZHANG;Deyuan MENG;Jin WANG;Guodong LU
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,20.A moment estimation-based method for the path planning of manipulators with kinematic system reliability constraints,类型：期刊论文,作者：Wang Jin;Wang Wei;Fu Jianhui;Lu Guodong
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,21.电极损耗分层预变形补偿方法,类型：期刊论文,作者：陈健;王进;陆国栋
弱刚度工件的多机械臂协调加工方法研究,陆国栋,浙江大学,22.一种基于空间两点投影的机器人坐标标定方法,类型：专利,作者：王进;王伟;陆国栋;吴潮华
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,1.基于SWAT模型的淮河上游流域设计洪水修订,类型：期刊论文,作者：秦振雄;彭 涛;王继保;董晓华;常文娟;马海波;刘 冀;王高旭
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,2.1960-2016年三峡库区极端降水事件时空变化特征,类型：期刊论文,作者：董钊煜;彭涛;董晓华;刘冀;常文娟;林青霞
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,3.Application of Synthetic Unit Hydrograph on HEC-HMS Model for Flood Forecasting,类型：会议论文,作者：Ma Haibo;Dong Xin;Chang Wenjuan
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,4.淮河上游植被对气象干旱的响应,类型：期刊论文,作者：张特;刘冀;魏榕;常文娟;董晓华;孙周亮
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,5.一种基于Logistic的抗旱适宜供水量确定方法,类型：专利,作者：常文娟;梁忠民;胡义明;马海波;朱士江;林青霞
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,6.一种计算自然流域植物截流量的方法,类型：专利,作者：王煜;常文娟;马海波;严登华;董鑫;房昊天
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,7.一种计算自然流域表面坑洼滞蓄量的方法,类型：专利,作者：马海波;常文娟;王煜;严登华;董鑫;房昊天
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,8.三峡库区气象干旱演变特征及致灾因子危险性评价,类型：期刊论文,作者：郑金涛;彭涛;董晓华;刘冀;常文娟;林青霞;王佳宝
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,9.基于耗水视角的水资源承载能力及其支撑流域调水规模研究,类型：期刊论文,作者：常文娟;董鑫;马海波;房昊天
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,10.一种基于益本比函数的适宜抗旱能力分析方法,类型：专利,作者：常文娟;马海波;梁忠民;严登华;雷晓辉;王浩;朱士江;孙爱华;郑霞忠;林青霞;董鑫
区域抗旱自适应能力形成机制与定量评估方法研究,常文娟,三峡大学,11.自然流域划分法中确定子流域降雨量时空分布的方法,类型：专利,作者：常文娟;马海波;严登华;肖尚斌;雷晓辉;董晓华;李俊美;纪道斌;徐刚;刘冀;彭涛;李英海;董鑫
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,1.一种碳纤维管封装的光纤光栅压力传感器,类型：专利,作者：于永森;薛兆康;国旗;孙洪波
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,2.微纳结构的耐高温法布里-珀罗腔传感结构及系统,类型：专利,作者：郑永秋;田振男;薛晨阳;于永森;孙鹏;国旗;陈坤;陈晨;武丽云;陈佳敏;韩源
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,3.一种螺旋形蓝宝石光纤布拉格光栅、制备方法及其应用,类型：专利,作者：孙洪波;国旗;于永森
面向航空发动机苛刻环境光纤传感的关键科学问题研究,于永森,吉林大学,4.Femtosecond Laser Fabricated Apodized Fiber Bragg Gratings Based on Energy Regulation,类型：期刊论文,作者：Guo Qi;Guo Qi;Zheng Zhongming;Zheng Zhongming;Wang Bo;Wang Bo;Pan Xuepeng;Pan Xuepeng;Liu Shanren;Liu Shanren;Tian Zhennan;Tian Zhennan;Chen Chao;Chen Chao;Yu Yongsen;Yu Yongsen
