标题,g_li1,g_cont_left,g_cont_left4,g_cont_left5
"
							1471.多功能滑行车（B)",外观设计 ,申请(专利权)人： 广东乐的互动娱乐股份有限公司 ,分类号： 21-01(11) ,简要说明：1．本外观设计产品的名称：多功能滑行车（B)。2．本外观设计产品的用途：本外观设计产品用于儿童玩具车。3．本外观设计产品的设计要点：产品的整个外形设计。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1472.童车",外观设计 ,申请(专利权)人： 河北邢久车业科技有限公司 ,分类号： 21-01(10) ,简要说明：1．本外观设计产品的名称：童车。2．本外观设计产品的用途：用于儿童玩耍、骑乘的玩具。3．本外观设计产品的设计要点：在于产品的整体形状。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：仰视图无设计要点故省略。
"
							1473.扭扭车（火麒麟Q2）",外观设计 ,申请(专利权)人： 深圳市四驾马车科技实业有限公司 ,分类号： 21-01(10) ,简要说明：1．本外观设计产品的名称：扭扭车（火麒麟Q2）。2．本外观设计产品的用途：本外观设计产品用于一种便携的骑行工具，可用于代步和当作一种玩具。3．本外观设计产品的设计要点：产品外形。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							1474.尿斗香垫（除臭芳香型）",外观设计 ,申请(专利权)人： 戴高鹏 ,分类号： 23-02(11) ,简要说明：1．本外观设计产品的名称：尿斗香垫（除臭芳香型）。2．本外观设计产品的用途：本外观设计产品用于安装在尿斗上的尿斗香垫。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							1475.尿斗除臭香片（Ultimate‑2）",外观设计 ,申请(专利权)人： 戴高鹏 ,分类号： 23-02(11) ,简要说明：1．本外观设计产品的名称：尿斗除臭香片（Ultimate‑2）。2．本外观设计产品的用途：本外观设计产品用于安装在尿斗上的尿斗除臭香片，进行液体防溅、管道清洁除臭和空气清新。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							1476.商用空气能热水器（10p）",外观设计 ,申请(专利权)人： 青岛海尔新能源电器有限公司 ,分类号： 23-03(11) ,简要说明：1．本外观设计产品的名称：商用空气能热水器（10p）。2．本外观设计产品的用途：本外观设计产品用于为洗浴提供热水。3．本外观设计产品的设计要点：在于整体造型。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1477.一体落地式空气能热水器（卡萨帝方形）",外观设计 ,申请(专利权)人： 青岛海尔新能源电器有限公司 ,分类号： 23-03(11) ,简要说明：1．本外观设计产品的名称：一体落地式空气能热水器（卡萨帝方形）。2．本外观设计产品的用途：本外观设计产品用于为洗浴提供热水。3．本外观设计产品的设计要点：在于整体造型。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1478.铝合金玻璃门",外观设计 ,申请(专利权)人： 吴茜 ,分类号： 25-02(10) ,简要说明：1．本外观设计产品的名称：铝合金玻璃门。2．本外观设计产品的用途：用于桑拿浴室。3．本外观设计产品的设计要点：整体设计。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：俯视图为不常见面，省略俯视图；仰视图为不常见面，省略仰视图；左视图为不常见面，省略左视图；右视图无设计要点，省略右视图。6.铝合金门框内为透明玻璃。
"
							1479.灯座（2）",外观设计 ,申请(专利权)人： 顾文峰 ,分类号： 26-05(11) ,简要说明：1．本外观设计产品的名称：灯座（2）。2．本外观设计产品的用途：本外观设计产品用于灯具的灯座。3．本外观设计产品的设计要点：本外观设计产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1480.吊顶灯（太空舱床）",外观设计 ,申请(专利权)人： 广州米舱科技有限公司 ,分类号： 26-05(11) ,简要说明：1．本外观设计产品的名称：吊顶灯（太空舱床）。2．本外观设计产品的用途：本外观设计产品用于建筑构件，装饰、照明。3．本外观设计产品的设计要点：产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							1481.前照灯（HJ100T‑7E）",外观设计 ,申请(专利权)人： 江门市大长江集团有限公司 ,分类号： 26-06(10) ,简要说明：1．本外观设计产品的名称：前照灯（HJ100T‑7E）。2．本外观设计产品的用途：本外观设计产品用于摩托车配件。3．本外观设计产品的设计要点：在于图中所示的形状、样式和构形。4．最能表明本外观设计设计要点的图片或照片：立体图。5．其他：标注A部为透明。
"
							1482.前灯",外观设计 ,申请(专利权)人： 中国第一汽车股份有限公司 ,分类号： 26-06(10) ,简要说明：1．本外观设计产品的名称：前灯。2．本外观设计产品的用途：本外观设计产品用于汽车产品。3．本外观设计产品的设计要点：在于主视图。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：由于后视图不常见，故省略后视图。
"
							1483.顶袜管",外观设计 ,申请(专利权)人： 浙江海润精工机械有限公司 ,分类号： 07-99(10) ,简要说明：1、本外观设计的名称为：顶袜管。2、本外观设计产品用途为：推动袜子及袜线。3、本外观的设计要点为：顶袜管的形状。4、最能表明设计要点的图片或者照片：立体图。
"
							1484.UPS电源",外观设计 ,申请(专利权)人： 安徽博微智能电气有限公司 ,分类号： 13-02(11) ,简要说明：1．本外观设计产品的名称：UPS 电源；2．本外观设计产品的用途：本外观设计产品用于给电器进行供电；3．本外观设计产品的设计要点：形状；4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1485.自助取票设备",外观设计 ,申请(专利权)人： 南京熊猫电子股份有限公司;南京熊猫机电仪技术有限公司;南京熊猫信息产业有限公司 ,分类号： 20-01(11) ,简要说明：1．本外观设计产品的名称：自助取票设备。2．本外观设计产品的用途：本外观设计产品用于主要用在地铁和车站作为售票设备。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1486.椅子",外观设计 ,申请(专利权)人： 上海华森葳教育用品有限公司 ,分类号： 06-01(10) ,简要说明：1．本外观设计产品的名称：椅子。2．本外观设计产品的用途：本外观设计产品用于供使用者坐着，可放置在幼儿园等场所。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：设计1立体图。5．指定基本设计：设计1。
"
							1487.椅子（gp‑168）",外观设计 ,申请(专利权)人： 肖辉 ,分类号： 06-01(10) ,简要说明：1．本外观设计产品的名称：椅子（gp‑168）。2．本外观设计产品的用途：本外观设计产品用于供人乘坐。3．本外观设计产品的设计要点：设计1和设计2的设计要点都为整体形状。4．最能表明本外观设计设计要点的图片或照片：设计1立体图。5．省略视图：设计1仰视图和设计2仰视图都没有设计要点，故省略。6．指定基本设计：设计1。
"
							1488.半圆桌（挪葳森林）",外观设计 ,申请(专利权)人： 上海华森葳教育用品有限公司 ,分类号： 06-03(10) ,简要说明：1．本外观设计产品的名称：半圆桌（挪葳森林）。2．本外观设计产品的用途：本外观设计产品用于儿童家具。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1489.中空三格转角柜（挪葳森林）",外观设计 ,申请(专利权)人： 上海华森葳教育用品有限公司 ,分类号： 06-04(10) ,简要说明：1．本外观设计产品的名称：中空三格转角柜（挪葳森林）。2．本外观设计产品的用途：本外观设计产品用于儿童家具，放置物品等。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1490.变装柜（挪葳森林）",外观设计 ,申请(专利权)人： 上海华森葳教育用品有限公司 ,分类号： 06-04(11) ,简要说明：1．本外观设计产品的名称：变装柜（挪葳森林）。2．本外观设计产品的用途：本外观设计产品用于可移动地提供儿童变装，并且用于儿童进行扮演类游戏。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。5．左视图和立体图中所指A处为镜面材质。
"
							1491.瑜伽垫",外观设计 ,申请(专利权)人： 洛阳哈他网络科技有限公司 ,分类号： 06-11(10) ,简要说明：1．本外观设计产品的名称：瑜伽垫。2．本外观设计产品的用途：本外观设计产品用于垫在地上，练习瑜伽时使用。3．本外观设计产品的设计要点：产品整体形状及图案。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：本外观设计属于薄型产品，由于左视图、右视图、俯视图、仰视图没有设计要点，故省略。
"
							1492.瓶杯套件（幻灵瓶）",外观设计 ,申请(专利权)人： 泸州老窖股份有限公司 ,分类号： 07-01(11) ,简要说明：1．本外观设计产品的名称：瓶杯套件（幻灵瓶）。2．本外观设计产品的用途：本外观设计产品用于盛放、饮用饮料酒水。3．本外观设计产品的设计要点：产品的形状及图案的结合。4．最能表明本外观设计设计要点的图片或照片：使用状态图。5．省略视图：套件2的后视图、左视图、右视图与主视图相同，故省略套件2的后视图、左视图和右视图。
"
							1493.电热养生壶",外观设计 ,申请(专利权)人： 中山市美扬电器有限公司 ,分类号： 07-02(11) ,简要说明：1．本外观设计产品的名称：电热养生壶。2．本外观设计产品的用途：本外观设计产品用于煮水、煲汤。3．本外观设计产品的设计要点：整体外形。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1494.上铰链合件",外观设计 ,申请(专利权)人： 洛阳泽磊机械设备有限公司 ,分类号： 08-06(11) ,简要说明：1．本外观设计产品的名称：上铰链合件。2．本外观设计产品的用途：本外观设计产品主要用于拖拉机等机械零件。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1495.挂钩",外观设计 ,申请(专利权)人： 上海华森葳教育用品有限公司 ,分类号： 08-08(10) ,简要说明：1．本外观设计产品的名称：挂钩。2．本外观设计产品的用途：本外观设计产品用于固定在衣柜内悬挂衣物。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							1496.铁罐（加多康）",外观设计 ,申请(专利权)人： 洪协勇 ,分类号： 09-01(11) ,简要说明：1．本外观设计产品的名称：铁罐（加多康）；2．本外观设计产品的用途：本外观设计产品用于饮料包装容器；3．本外观设计产品的设计要点：设计要点在于产品的形状、图案及其结合；4．最能表明本外观设计设计要点的图片或照片：立体图；5．省略视图：仰视图无图案结合，省略仰视图。
"
							1497.包装瓶（灯笼椒辣酱）",外观设计 ,申请(专利权)人： 海南绿裕食品有限公司 ,分类号： 09-01(10) ,简要说明：1．本外观设计产品的名称：包装瓶（灯笼椒辣酱）。2．本外观设计产品的用途：本外观设计产品用于盛装灯笼椒辣酱。3．本外观设计产品的设计要点：产品的颜色、图案与形状的结合。4．最能表明本外观设计设计要点的图片或照片：立体图。5．请求保护的外观设计包含色彩。
"
							1498.食用油桶（多种食用油）",外观设计 ,申请(专利权)人： 九三粮油工业集团有限公司 ,分类号： 09-01(11) ,简要说明：1．本外观设计产品的名称：食用油桶（多种食用油）。2．本外观设计产品的用途：本外观设计产品用于盛装食用油。3．本外观设计产品的设计要点：在于产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1499.包装盒（倒茶骆驼）",外观设计 ,申请(专利权)人： 杭州康丰进出口有限公司 ,分类号： 09-03(10) ,简要说明：1．本外观设计产品的名称：包装盒（倒茶骆驼）。2．本外观设计产品的用途：本外观设计产品用于包装。3．本外观设计产品的设计要点：在于产品的形状和图案的结合。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1500.包装盒（多种维生素矿物质片‑孕妇型）",外观设计 ,申请(专利权)人： 安兴林 ,分类号： 09-03(11) ,简要说明：1．本外观设计产品的名称：包装盒（多种维生素矿物质片‑孕妇型）。2．本外观设计产品的用途：本外观设计产品用于盛放孕妇保健品的包装盒。3．本外观设计产品的设计要点：颜色与图案的结合。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：右视图与左视图相同，故省略右视图。6．请求保护的外观设计包含色彩。
"
							1501.包装盒",外观设计 ,申请(专利权)人： 王锦平 ,分类号： 09-03(11) ,简要说明：1．本外观设计产品的名称：包装盒。2．本外观设计产品的用途：本外观设计产品用于包装食品。3．本外观设计产品的设计要点：本产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1502.分选仪",外观设计 ,申请(专利权)人： 许进强 ,分类号： 10-05(11) ,简要说明：1．本外观设计产品的名称：分选仪。2．本外观设计产品的用途：本外观设计产品用于测试仪器。3．本外观设计产品的设计要点：在于产品的整体形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1503.热管理系统的中间装置",外观设计 ,申请(专利权)人： 浙江三花汽车零部件有限公司 ,分类号： 10-07(11) ,简要说明：1．本外观设计产品的名称：热管理系统的中间装置。2．本外观设计产品的用途：用于热管理系统。3．本外观设计的设计要点：热管理系统的中间装置的整体外形。4．最能表明设计要点的图片或者照片：立体图。
"
							1504.智能手表带（fitbit款）",外观设计 ,申请(专利权)人： 刘发章 ,分类号： 10-07(11) ,简要说明：1．本外观设计产品的名称：智能手表带（fitbit款）；2．本外观设计产品的用途：本外观设计产品用于手表；3．本外观设计产品的设计要点：在于产品的整体造型；4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1505.耳钉（梅花鹿）",外观设计 ,申请(专利权)人： 深圳市联合蓝海科技开发有限公司 ,分类号： 11-01(10) ,简要说明：1．本外观设计产品的名称：耳钉（梅花鹿）。2．本外观设计产品的用途：本外观设计产品用于耳钉。3．本外观设计产品的设计要点：在于设计1的形状，设计2的形状和色彩的结合。4．最能表明本外观设计设计要点的图片或照片：设计1立体图。5．请求保护的外观设计设计2中的产品为黄金制品并请求保护色彩。6．指定基本设计：设计1为基本设计。
"
							1506.工艺品（航母）",外观设计 ,申请(专利权)人： 上海艺模电子科技有限公司 ,分类号： 11-02(10) ,简要说明：1．本外观设计产品的名称：工艺品（航母）。2．本外观设计产品的用途：本外观设计产品用于工艺品或者拼插玩具。3．本外观设计产品的设计要点：外观形状。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：仰视图为不常见视图，省略仰视图。
"
							1507.SUV车仪表台（D90）",外观设计 ,申请(专利权)人： 上海汽车集团股份有限公司 ,分类号： 12-16(10) ,简要说明：1．本外观设计产品的名称：SUV车仪表台（D90）。2．本外观设计产品的用途：本外观设计产品用于安装汽车仪表及相关设备。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1508.会议音箱",外观设计 ,申请(专利权)人： 厦门市拙雅科技有限公司 ,分类号： 14-01(10) ,简要说明：1．本外观设计产品的名称：会议音箱。2．本外观设计产品的用途：用于播放声音。3．本外观设计的设计要点：在于产品的形状。4．最能表明设计要点的图片或者照片：立体图1。
"
							1509.音频播放器（F600）",外观设计 ,申请(专利权)人： 深圳市不见不散电子有限公司 ,分类号： 14-01(11) ,简要说明：1．本外观设计产品的名称：音频播放器（F600）。2．本外观设计产品的用途：本外观设计产品用于播放音频。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1510.交互智能平板（2S）",外观设计 ,申请(专利权)人： 广州视源电子科技股份有限公司;广州视睿电子科技有限公司 ,分类号： 14-03(11) ,简要说明：1．本外观设计产品的名称：交互智能平板（2S）。2．本外观设计产品的用途：本外观设计产品用于数据处理，上网，娱乐，通信，会议、教室、展览展示等。3．本外观设计产品的设计要点：在于图中所示的形状。4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							1511.手机的图形用户界面",外观设计 ,申请(专利权)人： 昊翔电能运动科技（昆山）有限公司 ,分类号： 14-03(11);14-04(11) ,简要说明：1．本外观设计产品的名称：手机的图形用户界面。2．本外观设计产品的用途：用于传输、显示、拍照、录制无人机采集的图像，进行互动通讯、状态显示、参数设定等。3．本外观设计产品的设计要点：在于屏幕中的图形用户界面内容。4．最能表明本外观设计设计要点的图片或照片：设计1主视图。5．指定基本设计：设计1。6．本外观设计的界面用途：设计1主视图显示的界面是单屏图传界面，该图形用户界面的整个屏幕深色区域可以显示无人机飞行过程中采集的图像信息。用户可以通过轻触右侧的图标实现照相、录制、FPV双屏切换、参数设置等功能。图形用户界面的中间区域提供了手柄模拟微调键。图形用户界面的上方区域可以显示无人机的飞行状态和参数。设计2主视图显示的界面是第一人称主视角（FPV）双屏图传界面，该图形用户界面的整个屏幕深色区域可以分成左右两个区域，分别显示无人机飞行过程中采集的图像信息。界面参考图1和界面参考图2显示了具体使用过程中的界面。7．因后视图、左右视图和俯仰视图无设计要点而省略后视图、左右视图和俯仰视图。
"
							1512.带图形用户界面的手机",外观设计 ,申请(专利权)人： 北京百度网讯科技有限公司 ,分类号： 14-03(10);14-04(10) ,简要说明：1．本外观设计产品的名称：带图形用户界面的手机。2．本外观设计产品的用途：本外观设计产品用于运行程序及通讯。3．本外观设计产品的设计要点：在于屏幕中的图形用户界面的界面内容。4．最能表明本外观设计设计要点的图片或照片：变化状态图。5．界面用途：产品的图形用户界面用于语音识别不准确或有误的情况下，用户不用切换面板，可直接在语音面板上手写输入。用户在主视图界面语音面板上手写输入文字“我”，界面进入到变化状态图，界面中出现用户手写文字“我”的候选字，供用户选择。
"
							1513.振动锤（2）",外观设计 ,申请(专利权)人： 安徽康迪纳电力科技有限责任公司 ,分类号： 15-04(11) ,简要说明：1．本外观设计产品的名称：振动锤（2）。2．本外观设计产品的用途：本外观设计产品用于清除落料煤斗堵塞的管道。3．本外观设计产品的设计要点：在于产品的外观形状。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：右视图无设计要点，故省略右视图。
"
							1514.振动锤（1）",外观设计 ,申请(专利权)人： 安徽康迪纳电力科技有限责任公司 ,分类号： 15-04(11) ,简要说明：1．本外观设计产品的名称：振动锤（1）。2．本外观设计产品的用途：本外观设计产品用于清除落料煤斗堵塞的管道。3．本外观设计产品的设计要点：在于产品的外观形状。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：右视图无设计要点，故省略右视图。
"
							1515.双枪水咀",外观设计 ,申请(专利权)人： 谢俊 ,分类号： 15-09(11) ,简要说明：1．本外观设计产品的名称：双枪水咀；2．本外观设计产品的用途：对热水器内胆进、出水口进行焊接加工的设备；3．本外观设计产品的设计要点：产品的外观形状；4．最能表明本外观设计设计要点的图片或照片：立体图；5．省略视图：其它视图无设计要点，省略其它视图。
"
							1516.复合机床（铣车）",外观设计 ,申请(专利权)人： 浙江旨恒机床有限公司 ,分类号： 15-09(10) ,简要说明：1．本外观设计产品的名称：复合机床（铣车）。2．本外观设计产品的用途：本外观设计产品用于加工工件。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1517.激光切割机板材自动上料装置",外观设计 ,申请(专利权)人： 济南邦德激光股份有限公司 ,分类号： 15-99(11) ,简要说明：1．本外观设计产品的名称：激光切割机板材自动上料装置。2．本外观设计产品的用途：本外观设计产品属于激光切割机辅助上料系统。3．本外观设计产品的设计要点：在于产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							1518.VR训练头盔显示器",外观设计 ,申请(专利权)人： 北京航宇荣康科技股份有限公司 ,分类号： 16-06(11) ,简要说明：1．本外观设计产品的名称：VR训练头盔显示器。2．本外观设计产品的用途：本外观设计产品用于主要用于虚拟现实训练，为用户提供满足训练要求的沉浸感。3．本外观设计产品的设计要点：产品的整体形状。4．最能表明本外观设计设计要点的图片或照片：立体图2。
"
							1519.展示架",外观设计 ,申请(专利权)人： 苹果公司 ,分类号： 20-02(10) ,简要说明：本外观设计产品的名称：展示架。本外观设计产品的用途：用于展示产品。本外观设计的设计要点：产品的形状。最能表明设计要点的图片或者照片：设计1立体图。指定设计1为基本设计。
"
							1520.展示柜（挪葳森林）",外观设计 ,申请(专利权)人： 上海华森葳教育用品有限公司 ,分类号： 20-02(10) ,简要说明：1．本外观设计产品的名称：展示柜（挪葳森林）。2．本外观设计产品的用途：本外观设计产品用于摆放物品等。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1521.玩具（贴纸房子）",外观设计 ,申请(专利权)人： 浙江新云婴童用品有限公司 ,分类号： 21-01(11) ,简要说明：1．本外观设计产品的名称：玩具（贴纸房子）。2．本外观设计产品的用途：本外观设计产品用于儿童玩耍的玩具。3．本外观设计产品的设计要点：产品的形状和图案。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：后视图、仰视图、俯视图无设计要点，省略后视图、仰视图、俯视图。
"
							1522.马桶（二）",外观设计 ,申请(专利权)人： 青岛爱丽洁智能科技有限公司 ,分类号： 23-02(11) ,简要说明：1．本外观设计产品的名称：马桶（二）。2．本外观设计产品的用途：本外观设计产品用于卫生间，供人如厕用。3．本外观设计产品的设计要点：设计要点在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：右视图与左视图对称，故省略。
"
							1523.口腔观察仪",外观设计 ,申请(专利权)人： 陈怡 ,分类号： 24-01(11) ,简要说明：1、本外观设计产品的名称：口腔观察仪。2、本外观设计产品的用途：用于口腔检查，供专业医师或家庭使用，针对口内观察的一种器械。还适用于观察皮肤、毛发等其他体表及腔体的内部结构、机理及颜色等。3、本外观设计的设计要点：在于产品的形状。4、最能表明设计要点的照片为立体图1。5、本外观设计产品属于组件产品。
"
							1524.盆底肌康复仪",外观设计 ,申请(专利权)人： 浙江伏尔特医疗器械股份有限公司;浙江大学医学院附属妇产科医院 ,分类号： 24-01(11) ,简要说明：1．本外观设计产品的名称：盆底肌康复仪。2．本外观设计产品的用途：本外观设计产品用于作为医疗仪器，针对盆底肌的康复。3．本外观设计产品的设计要点：在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：本外观设计的仰视图无设计要点，省略仰视图。
"
							1525.卡塞",外观设计 ,申请(专利权)人： 北京康思润业生物技术有限公司 ,分类号： 24-02(11) ,简要说明：1．本外观设计产品的名称：卡塞。2．本外观设计产品的用途：本外观设计产品用于容纳试剂。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1526.桥梁防尘型材",外观设计 ,申请(专利权)人： 河北万亿交通设施有限公司 ,分类号： 25-01(10) ,简要说明：1．本外观设计产品的名称：桥梁防尘型材。2．本外观设计产品的用途：本外观设计产品用于作为桥梁伸缩结构的型材。3．本外观设计产品的设计要点：形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1527.头灯（c861）",外观设计 ,申请(专利权)人： 徐强 ,分类号： 26-02(11) ,简要说明：1．本外观设计产品的名称：头灯（c861）。2．本外观设计产品的用途：本外观设计产品用于照明。3．本外观设计产品的设计要点：形状。4．最能表明本外观设计设计要点的图片或照片：主视图。
"
							1528.路灯（韩略）",外观设计 ,申请(专利权)人： 陈晓广 ,分类号： 26-03(10) ,简要说明：1．本外观设计产品的名称：路灯（韩略）。2．本外观设计产品的用途：本外观设计产品用于照明领域。3．本外观设计产品的设计要点：主视图。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1529.落地灯（旻）",外观设计 ,申请(专利权)人： 杭州熙拓创意科技有限公司 ,分类号： 26-05(11) ,简要说明：1．本外观设计产品的名称：落地灯（旻）。2．本外观设计产品的用途：本外观设计产品用于落地灯。3．本外观设计产品的设计要点：形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1530.焊接防护面罩",外观设计 ,申请(专利权)人： 无锡安爵科技有限公司 ,分类号： 29-02(11) ,简要说明：1．本外观设计产品的名称：焊接防护面罩；2．本外观设计产品的用途：本外观设计产品主要用于各类焊接工作的眼睛、面部的防护；3．本外观设计产品的设计要点：产品的形状和图案；4．最能表明本外观设计设计要点的图片或照片：立体图1。
"
							1531.电动搅拌器（003）",外观设计 ,申请(专利权)人： 冯志平 ,分类号： 31-00(10) ,简要说明：1．本外观设计产品的名称：电动搅拌器（003）。2．本外观设计产品的用途：本外观设计产品用于配合杯体后自动切削搅拌杯中水果或饮品。3．本外观设计产品的设计要点：产品的形状。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：省略其他视图。
"
							1532.电动搅拌器（002）",外观设计 ,申请(专利权)人： 冯志平 ,分类号： 31-00(10) ,简要说明：1．本外观设计产品的名称：电动搅拌器（002）。2．本外观设计产品的用途：本外观设计产品用于配合杯体后自动切削搅拌杯中水果或饮品。3．本外观设计产品的设计要点：产品的形状、图案。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：省略其他视图。
"
							1533.绞肉机（2）",外观设计 ,申请(专利权)人： 潘杰 ,分类号： 31-00(10) ,简要说明：1．本外观设计产品的名称：绞肉机（2）。2．本外观设计产品的用途：本外观设计产品用于厨房领域。3．本外观设计产品的设计要点：主视图。4．最能表明本外观设计设计要点的图片或照片：立体图。5．省略视图：仰视图，该视图为不常见视图，故省略。
"
							1534.电动绞肉机",外观设计 ,申请(专利权)人： 青岛阜康机电有限公司 ,分类号： 31-00(11) ,简要说明：1.本外观设计产品的名称：电动绞肉机。2.本外观设计产品的用途：本外观设计产品属于厨房用具，主要用于绞肉。3.本外观设计产品的设计要点：产品的整体形状；4.最能表明本外观设计设计要点的图片或照片：主视图。
"
							1535.壁挂式充电桩",外观设计 ,申请(专利权)人： 深圳市凯旺电子有限公司;周口市凯旺电子科技有限公司 ,分类号： 13-02(10) ,简要说明：1．本外观设计产品的名称：壁挂式充电桩。2．本外观设计产品的用途：用于电动汽车交流充电的连接装置。3．本外观设计产品的设计要点：产品的整体形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1536.牙刷（三）",外观设计 ,申请(专利权)人： 李杨 ,分类号： 04-02(11) ,简要说明：1．本外观设计产品的名称：牙刷（三）。2．本外观设计产品的用途：本外观设计产品用于刷牙。3．本外观设计产品的设计要点：产品的形状、图案及其结合。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1537.帽子快餐杯（双耳）",外观设计 ,申请(专利权)人： 沈学敏 ,分类号： 07-01(11) ,简要说明：1、外观设计的产品名称：帽子快餐杯(双耳)。2、外观设计产品的用途：日常用品。3、外观设计的设计要点：产品形状。4、最能表现设计要点的图片：使用状态参考图。5、省略其他视图。
"
							1538.空气炸锅(AF‑11A)",外观设计 ,申请(专利权)人： 宁波比依电器有限公司 ,分类号： 07-02(10) ,简要说明：1．本外观设计产品的名称：空气炸锅(AF‑11A)。2．本外观设计产品的用途：作为无油烟的空气炸锅使用。3．本外观设计的设计要点：本产品的整体形状。4．最能表明设计要点的图片或者照片：主视图。
"
							1539.牙签罐(蘑菇)",外观设计 ,申请(专利权)人： 广州厚森工艺品有限公司 ,分类号： 07-06(11) ,简要说明：1、外观设计产品的名称：牙签罐(蘑菇)。2、外观设计产品的用途：用于放置牙签。3、外观设计的设计要点：整体形状。4、最能表明设计要点的图片：立体图。
"
							1540.锤子",外观设计 ,申请(专利权)人： 苏州大可机械有限公司 ,分类号： 08-02(10) ,简要说明：1.外观设计产品的名称：锤子。2.外观设计产品的用途：用于敲钉和起钉；也可敲击其他物品。3.外观设计的设计要点：所示产品的形状。4.用于出版专利公报的图片：立体图。
"
							1541.电烙铁（高频）",外观设计 ,申请(专利权)人： 深圳市安泰信科技有限公司 ,分类号： 08-05(10) ,简要说明：1．本外观设计产品的名称：电烙铁（高频）。2．本外观设计产品的用途：本外观设计产品用于电子元器件的焊接和拆焊工作，本外观设计产品是一款电焊台、电烙铁产品的手柄配件。3．本外观设计产品的设计要点：本外观设计产品的设计要点在于产品的形状。4．最能表明本外观设计设计要点的图片或照片：立体图。
"
							1542.电缆终端紧固器（3）",外观设计 ,申请(专利权)人： 广州番禺电缆集团有限公司 ,分类号： 08-08(11) ,简要说明：1．本外观设计产品的名称：电缆终端紧固器（3）；2．本外观设计产品的用途：本外观设计产品用于电缆终端的压紧；3．本外观设计产品的设计要点：产品的形状；4．最能表明本外观设计设计要点的图片或照片：立体图。
